class,cap-shape,cap-surface,cap-color,bruises,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
p,f,y,g,f,c,b,h,e,b,k,k,p,p,o,l,h,y,g
p,x,s,g,t,c,b,p,t,b,f,f,w,w,o,p,h,v,g
p,f,f,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
p,x,f,y,f,c,b,h,e,b,k,k,p,b,o,l,h,y,d
p,f,f,y,f,c,b,p,e,b,k,k,n,p,o,l,h,v,g
p,f,f,g,f,c,b,h,e,b,k,k,b,n,o,l,h,v,p
e,f,y,e,t,c,b,p,t,b,s,s,g,p,o,p,k,v,d
p,f,y,g,f,c,b,g,e,b,k,k,p,b,o,l,h,y,g
p,x,y,y,f,c,b,h,e,b,k,k,p,p,o,l,h,v,p
p,f,f,g,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
e,f,f,e,t,c,b,n,t,b,s,s,p,w,o,p,n,v,d
p,x,y,y,f,c,b,h,e,b,k,k,p,b,o,l,h,v,p
p,f,f,y,f,c,b,p,e,b,k,k,b,b,o,l,h,y,p
p,f,f,g,f,c,b,p,e,b,k,k,p,n,o,l,h,v,p
p,f,y,y,f,c,b,g,e,b,k,k,n,b,o,l,h,y,d
p,x,y,g,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
p,b,y,w,t,c,b,w,e,b,s,s,w,w,t,p,r,v,m
p,f,f,y,f,c,b,p,e,b,k,k,p,p,o,l,h,y,p
p,f,f,g,f,c,b,g,e,b,k,k,p,p,o,l,h,y,g
p,x,y,y,f,c,b,g,e,b,k,k,n,n,o,l,h,v,g
p,f,y,y,f,c,b,g,e,b,k,k,n,n,o,l,h,y,p
p,x,s,w,t,c,b,h,t,b,s,s,w,w,o,p,h,s,g
p,f,y,g,f,c,b,h,e,b,k,k,n,p,o,l,h,y,g
p,x,y,g,f,c,b,h,e,b,k,k,b,b,o,l,h,v,p
p,x,f,y,f,c,b,p,e,b,k,k,n,p,o,l,h,v,g
p,f,s,b,t,c,b,w,t,b,f,s,w,w,o,p,h,s,u
p,x,f,g,f,c,n,g,e,b,s,s,w,w,o,p,k,v,d
p,x,f,y,f,c,b,g,e,b,k,k,n,n,o,l,h,y,p
p,f,y,g,f,c,b,p,e,b,k,k,b,p,o,l,h,y,g
p,f,y,y,f,c,b,h,e,b,k,k,n,n,o,l,h,y,p
p,x,f,y,f,c,b,h,e,b,k,k,n,b,o,l,h,v,d
p,f,y,y,f,c,b,h,e,b,k,k,b,n,o,l,h,y,p
p,f,y,y,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
p,x,y,g,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
p,x,y,y,f,c,b,g,e,b,k,k,n,b,o,l,h,v,g
p,f,f,g,f,c,b,h,e,b,k,k,b,n,o,l,h,y,d
p,x,y,g,f,c,b,g,e,b,k,k,n,b,o,l,h,y,g
p,x,y,y,f,c,b,g,e,b,k,k,p,p,o,l,h,v,d
p,f,f,y,f,c,b,h,e,b,k,k,n,b,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,b,n,o,l,h,y,p
p,x,y,y,f,c,b,h,e,b,k,k,p,p,o,l,h,y,p
p,f,s,g,t,c,b,p,t,b,f,s,w,w,o,p,h,s,g
p,f,f,y,f,c,b,p,e,b,k,k,b,p,o,l,h,v,g
p,x,y,y,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,x,f,y,f,c,b,p,e,b,k,k,n,b,o,l,h,y,p
p,x,s,g,t,c,b,h,t,b,f,f,w,w,o,p,h,v,u
p,f,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,y,g
p,f,f,g,f,c,b,h,e,b,k,k,p,n,o,l,h,v,g
p,x,s,w,f,c,n,n,e,b,s,s,w,w,o,p,k,v,d
p,f,y,g,f,c,b,p,e,b,k,k,b,b,o,l,h,y,p
e,f,y,e,t,c,b,u,t,b,s,s,p,w,o,p,n,y,d
p,x,f,y,f,c,b,g,e,b,k,k,p,p,o,l,h,y,g
p,x,y,y,f,c,b,p,e,b,k,k,n,p,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,f,f,y,f,c,b,g,e,b,k,k,p,p,o,l,h,v,d
p,x,y,y,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
e,x,f,n,f,w,n,w,e,b,s,f,w,n,o,e,w,v,l
p,x,y,g,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
p,x,f,y,f,c,b,g,e,b,k,k,p,b,o,l,h,v,g
p,f,s,g,t,c,b,h,t,b,f,f,w,w,o,p,h,v,g
p,x,y,y,f,c,b,g,e,b,k,k,p,b,o,l,h,y,g
p,f,y,g,f,c,b,p,e,b,k,k,b,n,o,l,h,v,p
p,x,y,g,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
p,f,f,y,f,c,b,g,e,b,k,k,b,p,o,l,h,y,d
p,x,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,p
p,f,y,g,f,c,b,h,e,b,k,k,b,b,o,l,h,y,p
p,x,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,d
p,f,y,y,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,x,y,g,f,c,b,g,e,b,k,k,n,n,o,l,h,y,d
p,x,f,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,d
p,x,y,g,f,c,b,h,e,b,k,k,n,b,o,l,h,v,p
p,f,s,b,t,c,b,w,t,b,f,f,w,w,o,p,h,v,u
p,f,s,w,t,c,b,w,t,b,f,f,w,w,o,p,h,s,u
p,f,y,g,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,x,f,y,f,c,b,g,e,b,k,k,b,b,o,l,h,v,p
p,f,y,g,f,c,b,h,e,b,k,k,n,n,o,l,h,v,p
p,f,y,y,f,c,b,g,e,b,k,k,n,b,o,l,h,y,g
p,f,f,y,f,c,b,p,e,b,k,k,n,n,o,l,h,v,d
p,x,s,b,t,c,b,h,t,b,s,s,w,w,o,p,h,v,u
p,f,f,g,f,c,b,g,e,b,k,k,p,p,o,l,h,y,p
p,x,y,g,f,c,b,h,e,b,k,k,p,n,o,l,h,y,d
p,f,f,y,f,c,b,p,e,b,k,k,b,b,o,l,h,y,g
p,f,y,y,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
p,f,s,g,t,c,b,p,t,b,s,f,w,w,o,p,h,s,u
p,f,y,p,t,c,b,g,e,b,s,s,w,w,t,p,r,v,g
p,f,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
p,x,y,y,f,c,b,h,e,b,k,k,b,b,o,l,h,v,p
p,f,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
p,f,f,g,f,c,b,p,e,b,k,k,p,p,o,l,h,y,d
p,x,f,y,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
p,f,f,g,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
p,f,y,g,f,c,b,h,e,b,k,k,b,p,o,l,h,y,d
p,f,y,y,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
p,f,f,y,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,f,y,y,f,c,b,p,e,b,k,k,p,n,o,l,h,y,g
p,x,y,y,f,c,b,p,e,b,k,k,p,b,o,l,h,v,d
p,x,y,y,f,c,b,h,e,b,k,k,b,n,o,l,h,y,p
p,f,y,g,f,c,b,g,e,b,k,k,p,n,o,l,h,v,g
p,f,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,y,d
p,x,y,y,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
p,x,y,y,f,c,b,g,e,b,k,k,n,n,o,l,h,y,p
p,f,f,g,f,c,b,g,e,b,k,k,b,b,o,l,h,v,g
p,x,y,y,f,c,b,p,e,b,k,k,p,n,o,l,h,v,g
p,x,y,y,f,c,b,p,e,b,k,k,n,n,o,l,h,y,p
p,x,y,g,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,f,f,y,f,c,b,g,e,b,k,k,b,b,o,l,h,v,d
p,x,f,y,f,c,b,p,e,b,k,k,n,p,o,l,h,y,d
p,x,y,g,f,c,b,h,e,b,k,k,n,p,o,l,h,v,p
p,f,f,g,f,c,b,h,e,b,k,k,p,p,o,l,h,y,p
p,f,y,y,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
p,f,f,g,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,x,y,g,f,c,b,g,e,b,k,k,p,b,o,l,h,v,d
p,f,f,y,f,c,b,g,e,b,k,k,n,n,o,l,h,v,d
p,b,s,b,t,c,b,w,e,b,s,s,w,w,t,p,r,v,g
p,f,f,y,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
p,f,y,g,f,c,b,h,e,b,k,k,n,b,o,l,h,y,d
p,x,f,y,f,c,b,g,e,b,k,k,n,n,o,l,h,v,g
p,f,y,y,f,c,b,g,e,b,k,k,b,p,o,l,h,y,g
p,f,f,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,g
p,x,y,y,f,c,b,h,e,b,k,k,b,p,o,l,h,y,d
p,f,f,g,f,c,b,g,e,b,k,k,p,p,o,l,h,v,g
p,x,y,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
p,x,y,y,f,c,b,p,e,b,k,k,b,b,o,l,h,v,p
p,f,y,g,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
p,f,y,y,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
p,x,y,g,f,c,b,p,e,b,k,k,b,b,o,l,h,v,p
p,x,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,v,d
p,f,f,y,f,c,b,p,e,b,k,k,n,p,o,l,h,v,p
p,f,s,w,t,c,b,h,t,b,s,f,w,w,o,p,h,v,u
p,x,s,g,f,c,n,p,e,b,s,s,w,w,o,p,n,v,d
p,f,y,y,f,c,b,g,e,b,k,k,p,b,o,l,h,y,d
p,x,f,y,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,f,y,g,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
p,x,f,y,f,c,b,g,e,b,k,k,n,p,o,l,h,v,g
p,x,f,y,f,c,b,h,e,b,k,k,n,b,o,l,h,v,p
p,x,s,g,t,c,b,p,t,b,f,s,w,w,o,p,h,s,u
p,f,y,g,f,c,b,g,e,b,k,k,p,n,o,l,h,y,d
p,f,f,y,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
p,f,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,y,d
p,x,y,g,f,c,b,p,e,b,k,k,p,b,o,l,h,v,d
p,x,y,g,f,c,b,g,e,b,k,k,n,b,o,l,h,v,g
p,x,y,g,f,c,b,h,e,b,k,k,n,b,o,l,h,y,d
p,x,f,g,f,c,b,p,e,b,k,k,p,p,o,l,h,y,g
p,x,y,y,f,c,b,g,e,b,k,k,p,n,o,l,h,y,p
p,f,f,g,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,f,f,y,f,c,b,p,e,b,k,k,b,n,o,l,h,y,d
p,x,y,g,f,c,b,h,e,b,k,k,b,p,o,l,h,y,p
p,f,f,y,f,c,b,g,e,b,k,k,p,p,o,l,h,v,p
p,x,f,y,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
p,x,y,y,f,c,b,g,e,b,k,k,b,p,o,l,h,v,p
p,f,s,b,t,c,b,w,t,b,f,s,w,w,o,p,h,v,g
p,f,f,g,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
p,f,y,y,f,c,b,h,e,b,k,k,b,p,o,l,h,y,p
p,x,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,y,p
p,f,f,g,f,c,b,p,e,b,k,k,b,n,o,l,h,v,d
p,x,y,y,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
p,x,y,g,f,c,b,p,e,b,k,k,b,b,o,l,h,v,d
p,x,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,y,d
p,f,f,y,f,c,b,g,e,b,k,k,b,p,o,l,h,y,p
p,x,y,g,f,c,b,h,e,b,k,k,n,b,o,l,h,y,g
p,f,y,g,f,c,b,g,e,b,k,k,b,p,o,l,h,y,g
p,x,s,b,t,c,b,w,t,b,s,f,w,w,o,p,h,s,u
p,f,y,y,f,c,b,h,e,b,k,k,b,p,o,l,h,v,p
p,x,s,w,t,c,b,p,t,b,f,f,w,w,o,p,h,s,u
p,x,f,y,f,c,b,p,e,b,k,k,b,n,o,l,h,v,p
p,x,y,g,f,c,b,p,e,b,k,k,b,p,o,l,h,y,p
p,x,s,w,t,c,b,p,t,b,s,f,w,w,o,p,h,s,u
p,f,s,b,t,c,b,p,t,b,f,f,w,w,o,p,h,s,g
p,x,s,w,t,c,b,h,t,b,f,s,w,w,o,p,h,s,u
p,f,f,y,f,c,b,p,e,b,k,k,n,b,o,l,h,y,d
p,f,y,g,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
p,x,f,y,f,c,b,h,e,b,k,k,b,n,o,l,h,v,g
p,f,f,g,f,c,b,h,e,b,k,k,n,b,o,l,h,v,p
p,x,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,g
p,f,f,g,f,c,b,h,e,b,k,k,n,b,o,l,h,v,g
p,x,y,g,f,c,b,h,e,b,k,k,p,b,o,l,h,v,p
p,f,f,g,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,b,n,o,l,h,v,p
p,f,f,y,f,c,b,h,e,b,k,k,b,p,o,l,h,y,d
e,f,f,e,t,c,b,n,t,b,s,s,g,w,o,p,n,y,d
p,x,y,y,f,c,b,p,e,b,k,k,n,b,o,l,h,y,g
p,f,y,y,f,c,b,g,e,b,k,k,n,b,o,l,h,v,d
p,f,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,p
p,x,y,y,f,c,b,h,e,b,k,k,p,p,o,l,h,y,g
p,x,f,y,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,n,b,o,l,h,y,g
e,k,f,c,f,w,n,w,e,b,f,s,w,n,o,e,w,v,l
p,f,f,g,f,c,b,h,e,b,k,k,n,n,o,l,h,v,p
p,f,y,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
p,x,y,g,f,c,b,g,e,b,k,k,b,b,o,l,h,v,d
p,x,y,g,f,c,b,p,e,b,k,k,p,b,o,l,h,v,p
p,f,f,y,f,c,b,h,e,b,k,k,p,p,o,l,h,v,g
p,f,y,y,f,c,b,h,e,b,k,k,p,n,o,l,h,v,d
p,x,f,y,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
p,f,f,y,f,c,b,p,e,b,k,k,n,n,o,l,h,v,p
p,x,y,y,f,c,b,g,e,b,k,k,n,b,o,l,h,y,d
p,b,y,p,t,c,b,w,e,b,s,s,w,w,t,p,r,v,g
p,x,y,y,f,c,b,g,e,b,k,k,b,b,o,l,h,v,p
p,x,f,y,f,c,b,p,e,b,k,k,p,p,o,l,h,v,g
p,f,y,y,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
p,x,s,w,t,c,b,p,t,b,s,s,w,w,o,p,h,s,u
p,x,s,g,t,c,b,p,t,b,f,s,w,w,o,p,h,v,u
e,f,y,c,f,w,n,w,e,b,f,s,w,n,o,e,w,v,l
p,x,y,g,f,c,b,p,e,b,k,k,p,b,o,l,h,y,g
p,f,y,y,f,c,b,g,e,b,k,k,b,p,o,l,h,v,d
p,f,y,y,f,c,b,p,e,b,k,k,b,p,o,l,h,y,p
p,x,s,b,t,c,b,w,t,b,f,s,w,w,o,p,h,v,g
p,x,s,g,t,c,b,h,t,b,s,f,w,w,o,p,h,s,g
e,k,y,c,f,w,n,w,e,b,s,f,w,n,o,e,w,v,l
p,x,s,w,t,c,b,w,t,b,s,f,w,w,o,p,h,s,u
p,x,s,w,t,c,b,h,t,b,s,f,w,w,o,p,h,v,g
p,f,s,b,t,c,b,w,t,b,s,f,w,w,o,p,h,v,u
p,f,s,b,t,c,b,p,t,b,s,s,w,w,o,p,h,v,g
e,k,y,c,f,w,n,w,e,b,f,s,w,n,o,e,w,v,l
p,x,y,g,f,c,b,g,e,b,k,k,n,n,o,l,h,v,d
p,f,s,w,t,c,b,h,t,b,f,f,w,w,o,p,h,v,g
p,f,s,g,t,c,b,w,t,b,s,s,w,w,o,p,h,s,u
p,x,s,g,t,c,b,p,t,b,s,f,w,w,o,p,h,s,u
p,x,s,b,t,c,b,p,t,b,s,s,w,w,o,p,h,v,g
p,f,s,w,t,c,b,h,t,b,f,f,w,w,o,p,h,s,u
p,f,s,w,t,c,b,w,t,b,s,s,w,w,o,p,h,v,g
p,f,s,b,t,c,b,w,e,b,s,s,w,w,t,p,r,v,m
p,f,y,y,f,c,b,p,e,b,k,k,b,b,o,l,h,y,p
p,x,y,g,f,c,b,p,e,b,k,k,p,n,o,l,h,y,g
p,f,s,b,t,c,b,r,e,b,s,s,w,w,t,p,r,v,g
p,f,f,g,f,c,b,p,e,b,k,k,b,b,o,l,h,y,d
p,x,f,y,f,c,b,g,e,b,k,k,p,b,o,l,h,y,g
e,f,f,n,f,w,n,w,e,b,s,f,w,n,o,e,w,v,l
p,f,y,y,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
p,f,y,b,t,c,b,r,e,b,s,s,w,w,t,p,r,v,m
p,x,s,b,t,c,b,w,t,b,s,s,w,w,o,p,h,s,g
p,x,s,b,t,c,b,h,t,b,f,s,w,w,o,p,h,v,g
p,f,y,y,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
p,f,s,g,t,c,b,w,t,b,s,f,w,w,o,p,h,v,g
p,x,s,b,t,c,b,p,t,b,f,s,w,w,o,p,h,v,g
p,f,s,b,t,c,b,w,t,b,f,f,w,w,o,p,h,s,g
p,f,s,w,t,c,b,p,t,b,f,s,w,w,o,p,h,s,g
p,x,f,y,f,c,b,p,e,b,k,k,n,p,o,l,h,y,p
p,x,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,y,g
p,f,s,b,t,c,b,h,t,b,f,s,w,w,o,p,h,v,g
p,f,s,b,t,c,b,h,t,b,f,s,w,w,o,p,h,s,g
p,f,y,y,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,f,y,y,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
p,b,y,w,t,c,b,r,e,b,s,s,w,w,t,p,r,v,g
e,x,y,c,f,w,n,w,e,b,f,f,w,n,o,e,w,v,l
p,x,s,b,t,c,b,h,t,b,f,s,w,w,o,p,h,v,u
p,x,s,g,t,c,b,w,t,b,f,s,w,w,o,p,h,v,g
p,f,y,y,f,c,b,g,e,b,k,k,b,p,o,l,h,y,d
p,x,s,b,t,c,b,w,t,b,f,s,w,w,o,p,h,v,u
p,x,s,w,t,c,b,p,t,b,s,s,w,w,o,p,h,s,g
e,f,y,c,f,w,n,w,e,b,s,f,w,n,o,e,w,v,l
p,f,f,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,d
p,x,y,y,f,c,b,p,e,b,k,k,b,p,o,l,h,v,p
p,f,y,p,t,c,b,w,e,b,s,s,w,w,t,p,r,v,g
p,f,s,g,t,c,b,h,t,b,f,s,w,w,o,p,h,v,u
p,x,y,g,f,c,b,g,e,b,k,k,n,b,o,l,h,v,p
p,f,s,b,t,c,b,h,t,b,f,f,w,w,o,p,h,s,u
p,x,f,y,f,c,b,h,e,b,k,k,p,b,o,l,h,v,p
p,f,y,g,f,c,b,g,e,b,k,k,n,n,o,l,h,v,g
p,f,f,g,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
p,x,s,b,t,c,b,p,t,b,s,f,w,w,o,p,h,s,g
p,x,y,y,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
p,f,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,v,d
p,f,y,y,f,c,b,h,e,b,k,k,p,n,o,l,h,v,g
p,x,s,g,t,c,b,h,t,b,f,f,w,w,o,p,h,s,u
p,x,y,g,f,c,b,g,e,b,k,k,p,p,o,l,h,v,p
p,x,s,g,t,c,b,p,t,b,s,s,w,w,o,p,h,v,u
p,x,s,g,t,c,b,h,t,b,f,s,w,w,o,p,h,v,g
p,f,y,p,t,c,b,w,e,b,s,s,w,w,t,p,r,v,m
p,x,s,w,t,c,b,w,t,b,s,s,w,w,o,p,h,v,u
p,f,y,y,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
p,f,s,g,t,c,b,p,t,b,f,f,w,w,o,p,h,s,u
p,f,s,b,t,c,b,h,t,b,f,f,w,w,o,p,h,v,g
p,x,s,b,t,c,b,w,t,b,s,s,w,w,o,p,h,s,u
e,k,f,c,f,w,n,w,e,b,f,f,w,n,o,e,w,v,l
p,x,y,y,f,c,b,h,e,b,k,k,b,n,o,l,h,v,g
p,f,f,g,f,c,b,p,e,b,k,k,b,p,o,l,h,y,p
p,f,y,y,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
p,f,s,g,t,c,b,w,t,b,s,f,w,w,o,p,h,v,u
p,k,y,w,t,w,n,w,e,b,s,s,w,w,o,p,w,c,l
e,k,f,n,f,w,n,w,e,b,f,f,w,n,o,e,w,v,l
p,f,s,w,t,c,b,w,t,b,f,f,w,w,o,p,h,s,g
p,f,y,y,f,c,b,g,e,b,k,k,p,p,o,l,h,v,d
p,f,y,y,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
p,x,y,y,f,c,b,h,e,b,k,k,p,b,o,l,h,y,d
p,x,y,y,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
p,b,y,w,t,c,b,w,e,b,s,s,w,w,t,p,r,v,g
p,f,y,y,f,c,b,g,e,b,k,k,p,b,o,l,h,y,g
p,x,s,w,t,c,b,p,t,b,s,f,w,w,o,p,h,v,g
p,x,s,b,t,c,b,w,t,b,s,s,w,w,o,p,h,v,g
p,f,y,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
p,x,s,b,t,c,b,p,t,b,f,f,w,w,o,p,h,s,g
p,b,y,b,t,c,b,w,e,b,s,s,w,w,t,p,r,v,m
p,x,s,w,t,c,b,w,t,b,s,f,w,w,o,p,h,v,g
p,f,s,g,t,c,b,w,t,b,f,s,w,w,o,p,h,s,u
p,f,s,g,t,c,b,p,t,b,s,s,w,w,o,p,h,v,g
p,f,y,y,f,c,b,g,e,b,k,k,p,n,o,l,h,y,d
p,f,s,b,t,c,b,p,t,b,s,f,w,w,o,p,h,s,u
p,x,s,w,t,c,b,h,t,b,f,s,w,w,o,p,h,v,u
p,f,y,g,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
p,f,s,w,t,c,b,w,t,b,f,s,w,w,o,p,h,s,u
e,k,f,n,f,w,n,w,e,b,s,s,w,n,o,e,w,v,l
p,f,s,w,t,c,b,h,t,b,f,s,w,w,o,p,h,v,g
p,x,s,g,t,c,b,h,t,b,s,s,w,w,o,p,h,v,u
p,f,s,w,t,c,b,w,e,b,s,s,w,w,t,p,r,v,m
p,f,f,y,f,c,b,g,e,b,k,k,n,b,o,l,h,y,p
p,f,y,w,t,w,n,w,e,b,s,s,w,w,o,p,w,c,l
p,f,s,b,t,c,b,p,t,b,f,s,w,w,o,p,h,v,u
p,f,s,g,t,c,b,h,t,b,s,s,w,w,o,p,h,v,g
p,f,y,y,f,c,b,g,e,b,k,k,n,b,o,l,h,y,p
p,f,s,g,t,c,b,w,t,b,s,s,w,w,o,p,h,s,g
p,f,s,b,t,c,b,h,t,b,s,s,w,w,o,p,h,s,g
p,f,f,g,f,c,b,p,e,b,k,k,b,b,o,l,h,y,g
p,f,y,y,f,c,b,g,e,b,k,k,b,b,o,l,h,y,d
p,f,s,g,t,c,b,p,t,b,f,f,w,w,o,p,h,s,g
p,f,s,w,t,c,b,p,t,b,s,s,w,w,o,p,h,s,g
e,x,f,c,f,w,n,w,e,b,s,s,w,n,o,e,w,v,l
p,f,s,g,t,c,b,w,t,b,f,s,w,w,o,p,h,v,g
p,f,f,g,f,c,b,p,e,b,k,k,n,p,o,l,h,v,p
p,x,f,y,f,c,b,g,e,b,k,k,p,b,o,l,h,v,p
p,x,s,g,t,c,b,w,t,b,s,f,w,w,o,p,h,v,u
p,x,s,w,t,c,b,h,t,b,f,s,w,w,o,p,h,v,g
p,f,y,y,f,c,b,p,e,b,k,k,p,b,o,l,h,v,g
p,b,y,w,t,c,b,g,e,b,s,s,w,w,t,p,r,v,m
e,x,y,n,f,w,n,w,e,b,s,f,w,n,o,e,w,v,l
p,f,y,y,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
p,x,s,b,t,c,b,h,t,b,f,s,w,w,o,p,h,s,g
p,x,s,g,t,c,b,h,t,b,s,s,w,w,o,p,h,s,u
p,f,s,g,t,c,b,w,t,b,s,f,w,w,o,p,h,s,u
p,f,f,g,f,c,b,g,e,b,k,k,n,b,o,l,h,v,g
p,x,s,w,t,c,b,w,t,b,s,s,w,w,o,p,h,v,g
p,f,y,g,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
p,x,s,w,t,c,b,h,t,b,s,f,w,w,o,p,h,s,u
p,f,s,w,t,c,b,w,t,b,s,f,w,w,o,p,h,v,u
p,f,s,g,t,c,b,h,t,b,f,f,w,w,o,p,h,v,u
e,x,y,c,f,w,n,w,e,b,f,s,w,n,o,e,w,v,l
p,x,s,w,t,c,b,h,t,b,s,s,w,w,o,p,h,v,u
p,f,y,p,t,c,b,r,e,b,s,s,w,w,t,p,r,v,g
p,f,y,y,f,c,b,p,e,b,k,k,p,b,o,l,h,y,p
p,f,y,b,t,c,b,r,e,b,s,s,w,w,t,p,r,v,g
p,f,y,y,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
e,f,f,n,f,w,n,w,e,b,f,f,w,n,o,e,w,v,l
e,x,f,n,f,w,n,w,e,b,f,s,w,n,o,e,w,v,l
p,f,s,g,t,c,b,p,t,b,f,s,w,w,o,p,h,v,u
p,x,s,b,t,c,b,h,t,b,f,f,w,w,o,p,h,s,u
p,f,s,g,t,c,b,w,t,b,s,s,w,w,o,p,h,v,g
p,x,s,b,t,c,b,h,t,b,f,f,w,w,o,p,h,s,g
p,f,y,y,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
p,f,s,g,t,c,b,h,t,b,f,s,w,w,o,p,h,s,u
p,f,y,y,f,c,b,h,e,b,k,k,p,b,o,l,h,y,g
p,f,s,w,t,c,b,w,t,b,f,f,w,w,o,p,h,v,u
p,x,s,w,t,c,b,w,t,b,f,s,w,w,o,p,h,s,u
p,f,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,y,p
p,f,y,y,f,c,b,h,e,b,k,k,b,b,o,l,h,y,p
p,f,y,y,f,c,b,p,e,b,k,k,p,p,o,l,h,y,d
p,f,s,g,t,c,b,h,t,b,s,f,w,w,o,p,h,s,u
p,f,y,y,f,c,b,h,e,b,k,k,n,b,o,l,h,v,d
p,f,y,y,f,c,b,g,e,b,k,k,b,n,o,l,h,y,d
p,f,s,w,t,c,b,h,t,b,s,s,w,w,o,p,h,s,u
p,f,s,p,t,c,b,w,e,b,s,s,w,w,t,p,r,v,m
p,f,y,y,f,c,b,h,e,b,k,k,p,n,o,l,h,y,g
p,x,s,b,t,c,b,h,t,b,s,s,w,w,o,p,h,s,g
p,x,s,w,t,c,b,p,t,b,f,s,w,w,o,p,h,s,g
p,x,s,w,t,c,b,h,t,b,f,f,w,w,o,p,h,s,g
p,b,y,p,t,c,b,r,e,b,s,s,w,w,t,p,r,v,m
